ageGroup,sex,height,weight,BMI,bodyFat
3,2,160.8,57.8,22.4,26.7
3,2,161,53,20.4,21.4
3,2,161,56,21.6,21.9
3,2,161,57,22,22.2
3,2,161.2,55.1,21.2,26.2
3,2,161.4,57.1,21.9,32.6
3,2,161.4,58.5,22.5,31.2
3,2,161.5,53.2,20.4,27.1
3,2,161.6,57.3,21.9,19.6
3,2,161.8,62.4,23.8,28.3
3,2,162,52.2,19.9,25.6
3,2,162,54,20.6,23.9
3,2,162,55,21,18.6
3,2,162,55.8,21.3,18.7
3,2,162,56.4,21.5,20.4
3,2,162,58,22.1,20.7
3,2,162.1,51.7,19.7,21.6
3,2,162.2,49.7,18.9,27.1
3,2,162.2,56.4,21.4,27.3
3,2,162.3,49.1,18.6,22.9
3,2,162.5,46.7,17.7,26.1
3,2,162.5,51.6,19.5,21.9
3,2,162.5,54,20.4,20.5
3,2,162.5,54.1,20.5,20.3
3,2,162.5,54.8,20.8,24.4
3,2,162.6,52.4,19.8,18
3,2,162.7,67.7,25.6,27.1
3,2,163,42.9,16.1,17
3,2,163,42.9,16.1,19.4
3,2,163,51,19.2,15.8
3,2,163,52,19.6,18.9
3,2,163,57,21.5,18.8
3,2,163,59,22.2,32.6
3,2,163.1,49.9,18.8,19.4
3,2,163.4,53,19.9,24.7
3,2,163.5,59,22.1,28.3
3,2,163.6,49.4,18.5,24.4
3,2,163.8,58,21.6,26.2
3,2,164,48.1,17.9,17
3,2,164,48.1,17.9,19.1
3,2,164,52,19.3,21
3,2,164,52.5,19.5,26.8
3,2,164,54,20.1,21.7
3,2,164,58,21.6,21.9
3,2,164,58,21.6,23.9
3,2,164,60,22.3,21.2
3,2,164.2,55.9,20.7,25.8
3,2,164.3,57.6,21.3,25.4
3,2,164.4,51.8,19.2,16.7
3,2,164.4,60.7,22.5,26.2
3,2,164.5,56.1,20.7,22.5
3,2,164.7,70.8,26.1,31
3,2,164.7,70.8,26.1,31.6
3,2,165,57.5,21.1,21.7
3,2,165,59.2,21.7,20.2
3,2,165,59.3,21.8,23
3,2,165,59.3,21.8,25
3,2,165,60.7,22.3,28.3
3,2,165.1,62.9,23.1,25
3,2,165.2,60.5,22.2,27.5
3,2,165.4,66.1,24.2,39
3,2,165.8,52,18.9,18.6
3,2,165.8,52.1,19,19.5
3,2,165.8,52.1,19,22.5
3,2,166,49,17.8,18.8
3,2,166,60.4,21.9,19.4
3,2,166,60.5,22,18.4
3,2,166,60.5,22,23.3
3,2,166,63,22.9,18.4
3,2,166,68,24.7,23.6
3,2,166.1,51.8,18.8,26.1
3,2,166.1,53.7,19.5,24.3
3,2,166.1,55,19.9,24.6
3,2,167,46,16.5,21.1
3,2,167,58,20.8,15.3
3,2,167,59,21.2,21.8
3,2,167,59.4,21.3,23
3,2,167,63,22.6,20
3,2,167.1,72.4,25.9,29.1
3,2,167.2,57.2,20.5,21.4
3,2,167.4,80,28.5,32.4
3,2,167.6,58.8,20.9,24.5
3,2,167.8,58.8,20.9,23.1
3,2,168,57,20.2,26.5
3,2,168,58,20.5,19.7
3,2,168,59,20.9,16.6
3,2,168,59.4,21,24.3
3,2,168,60,21.3,25.2
3,2,168,68,24.1,22.1
3,2,168.5,62.1,21.9,25.5
3,2,168.7,57.7,20.3,23.2
3,2,168.7,57.7,20.3,23.2
3,2,169.1,48.8,17.1,15.6
3,2,169.2,58,20.3,24.2
3,2,169.2,60.2,21,25.4
3,2,169.2,62.3,21.8,27
3,2,169.2,62.3,21.8,28.8
3,2,169.3,54.5,19,20.3
3,2,169.3,64.3,22.4,20.2
3,2,169.5,56.4,19.6,31.2
3,2,169.5,60.6,21.1,25
3,2,169.8,58.9,20.4,23.1
3,2,170.4,50,17.2,17.1
3,2,170.4,58.2,20,18.6
3,2,170.6,63,21.6,24.2
3,2,170.8,57,19.5,24
3,2,171,60,20.5,27
3,2,171.8,63.9,21.6,26.7
3,2,172,67,22.6,27.7
3,2,172.2,49.3,16.6,18.2
3,2,173,68,22.7,21.6
3,2,173.1,68.5,22.9,25.8
3,2,174,66,21.8,27.2
3,2,175,58,18.9,16.7
3,2,175,63,20.6,13.7
3,2,175,87,28.4,26.3
3,2,176.2,69,22.2,22.1
4,1,156.9,61.7,25.1,25.6
4,1,157.9,77.8,31.2,20.8
4,1,160.5,73.2,28.4,20.2
4,1,161,68,26.2,12.2
4,1,161,73,28.2,16.8
4,1,161.6,57,21.8,25.2
4,1,162.1,66.1,25.2,10.7
4,1,163.2,70.2,26.4,22.5
4,1,163.6,62.6,23.4,23.9
4,1,163.6,76.7,28.7,19.1
4,1,163.8,60.6,22.6,23.8
4,1,164,78.7,29.3,22.1
4,1,164,87,32.3,23
4,1,164.5,75.8,28,30
4,1,164.9,65.1,23.9,24.2
4,1,165,65,23.9,24.4
4,1,165,67,24.6,15.3
4,1,165,71.1,26.1,23.4
4,1,165,77,28.3,19.8
4,1,165.2,65.2,23.9,21.1
4,1,165.3,82.6,30.2,18.8
4,1,165.5,89.9,32.8,27.1
4,1,165.6,73.1,26.7,12.1
4,1,166,73.5,26.7,32.3
4,1,166.1,78.1,28.3,10.4
4,1,166.2,70,25.3,22.4
4,1,166.2,77.6,28.1,20
4,1,166.4,78.2,28.2,26.1
4,1,166.9,65.3,23.4,15
4,1,167,72,25.8,18.8
4,1,167,75.2,27,16.9
4,1,167,75.2,27,19.5
4,1,167,78.4,28.1,27.4
4,1,167.2,80.2,28.7,29.9
4,1,167.5,76.8,27.4,21.8
4,1,167.6,59.7,21.3,12.6
4,1,167.8,82.3,29.2,23.4
4,1,167.9,58.5,20.8,13.9
4,1,167.9,69.3,24.6,23.1
4,1,168,62,22,9.9
4,1,168,70,24.8,16.9
4,1,168,72.3,25.6,17.7
4,1,168,73,25.9,14.8
4,1,168,73,25.9,15.3
4,1,168,75,26.6,16.3
4,1,168,82.5,29.2,21.8
4,1,168.2,59.4,21,14.5
4,1,168.4,70,24.7,25.9
4,1,168.5,73.8,26,15.1
4,1,168.5,74.2,26.1,14.3
4,1,168.5,74.2,26.1,14.8
4,1,168.6,53,18.6,9.7
4,1,168.6,65.9,23.2,19.5
4,1,168.8,74.5,26.1,14.9
4,1,168.9,75.3,26.4,24.1
4,1,169,64,22.4,14.3
4,1,169,67.6,23.7,20.8
4,1,169,71,24.9,15.1
4,1,169,73,25.6,13.1
4,1,169,83.4,29.2,28.3
4,1,169.2,59.3,20.7,10.6
4,1,169.3,61.2,21.4,19.6
4,1,169.3,80.2,28,17.9
4,1,169.4,81.4,28.4,26.5
4,1,169.5,59.3,20.6,24.1
4,1,169.5,65.1,22.7,30
4,1,169.5,78.4,27.3,17.9
4,1,169.9,65,22.5,13.3
4,1,169.9,75.3,26.1,18.3
4,1,170,68,23.5,12.2
4,1,170,70,24.2,15.9
4,1,170,70,24.2,19.9
4,1,170,73,25.3,22.6
4,1,170,75,26,22.1
4,1,170,77.9,27,16.7
4,1,170,79,27.3,24.3
4,1,170,84,29.1,23.8
4,1,170.2,70.8,24.4,13.3
4,1,170.2,74,25.5,21.2
4,1,170.2,76.5,26.4,26.2
4,1,170.2,87.6,30.2,26.6
4,1,170.5,91,31.3,30.8
4,1,170.6,61.3,21.1,18.4
4,1,170.6,90.1,31,19
4,1,170.8,70.4,24.1,12.7
4,1,170.9,78.8,27,17.4
4,1,171,64.2,22,12.4
4,1,171,81.3,27.8,16.9
4,1,171,81.3,27.8,18.7
4,1,171,81.5,27.9,22.2
4,1,171,85.6,29.3,18.7
4,1,171.2,78.1,26.6,16.7
4,1,171.3,78.9,26.9,17.2
4,1,171.4,78.2,26.6,17
4,1,171.5,65.2,22.2,28.3
4,1,171.6,73.9,25.1,14.9
4,1,172,59,19.9,11.6
4,1,172,68,23,15.3
4,1,172,68.5,23.2,21.1
4,1,172,68.7,23.2,17.3
4,1,172,68.7,23.2,21.9
4,1,172,74,25,19
4,1,172,78,26.4,13.9
4,1,172,79,26.7,25.3
4,1,172,79.4,26.8,22.7
4,1,172,85,28.7,26.4
4,1,172.1,66.1,22.3,14.7
4,1,172.1,76.8,25.9,23.9
4,1,172.3,65.7,22.1,14.2
4,1,172.3,74.6,25.1,15.1
4,1,172.3,74.8,25.2,18.1
4,1,172.3,78,26.3,22.1
4,1,172.3,92,31,21.4
4,1,172.4,76,25.6,20.1
4,1,172.4,77.8,26.2,17.3
4,1,172.4,78.3,26.3,23.4
4,1,172.4,88.3,29.7,23.6
4,1,172.4,94,31.6,18.9
4,1,172.5,72.1,24.2,13.8
4,1,172.5,76.8,25.8,15.8
4,1,172.6,73.6,24.7,15.1
4,1,172.6,74.6,25,14.9
4,1,172.7,65.1,21.8,17.1
4,1,172.8,73.6,24.6,14.4
4,1,172.8,80.6,27,18.2
4,1,172.9,69.5,23.2,18.9
4,1,173,65,21.7,10.1
4,1,173,70,23.4,14.9
4,1,173,75,25.1,15.8
4,1,173,80,26.7,18.1
4,1,173,84,28.1,20
4,1,173.1,69.7,23.3,17.4
4,1,173.1,81.2,27.1,25.1
4,1,173.6,73.5,24.4,17.5
4,1,173.8,74.1,24.5,15.2
4,1,174,64,21.1,8.1
4,1,174,67,22.1,12.9
4,1,174,68,22.5,19.5
4,1,174,68.5,22.6,19.1
4,1,174,78,25.8,12.1
4,1,174,81,26.8,16.4
4,1,174,84,27.7,22.6
4,1,174.1,69.7,23,13.5
4,1,174.1,90,29.7,24.1
4,1,174.2,68,22.4,18.9
4,1,174.3,64.7,21.3,18.1
4,1,174.3,83.1,27.4,19.2
4,1,174.4,77.3,25.4,23.7
4,1,174.5,66.4,21.8,11.6
4,1,174.5,75.1,24.7,20.3
4,1,174.5,77.6,25.5,23.7
4,1,174.5,83.1,27.3,17.8
4,1,174.5,90.5,29.7,25.1
4,1,174.6,80.1,26.3,23.5
4,1,174.8,68.2,22.3,12.7
4,1,174.9,76.4,25,13.4
4,1,175,66,21.6,11.8
4,1,175,67,21.9,14.9
4,1,175,72,23.5,9.4
4,1,175,74,24.2,16.5
4,1,175,74,24.2,16.7
4,1,175,74,24.2,18.3
4,1,175,78,25.5,17.3
4,1,175,78.2,25.5,19.6
4,1,175,81,26.4,19.1
4,1,175,82,26.8,24
4,1,175,85.9,28,27.7
4,1,175,86,28.1,16.8
4,1,175,86.9,28.4,14.8
4,1,175.1,87.3,28.5,23.1
4,1,175.2,78.2,25.5,25.1
4,1,175.2,79.6,25.9,18.4
4,1,175.3,67,21.8,9.6
4,1,175.3,78,25.4,19.7
4,1,175.4,76.2,24.8,22.5
4,1,175.4,80.2,26.1,24
4,1,175.7,73.4,23.8,21
4,1,175.7,81.7,26.5,25.4
4,1,175.8,77,24.9,27.2
4,1,175.8,79.2,25.6,12.9
4,1,176,67.8,21.9,9.8
4,1,176,68,22,10.3
4,1,176,74,23.9,10.9
4,1,176,74,23.9,13.9
4,1,176,76,24.5,12.1
4,1,176,76,24.5,19.1
4,1,176,80.5,26,17.8
4,1,176,88,28.4,13.4
4,1,176.2,103,33.2,27.7
4,1,176.2,73.2,23.6,21.5
4,1,176.2,75,24.2,22.7
4,1,176.2,83,26.7,19
4,1,176.4,74.2,23.8,17.9
4,1,176.4,77.2,24.8,25.3
4,1,176.5,72.9,23.4,17.8
4,1,176.5,77.5,24.9,22.1
4,1,176.5,78.4,25.2,17.6
4,1,176.5,80.7,25.9,18.5
4,1,176.7,65.8,21.1,7.5
4,1,176.7,83.6,26.8,24.2
4,1,176.7,85.1,27.3,13.3
4,1,176.9,69.6,22.2,16.2
4,1,177,64,20.4,10.3
4,1,177,67,21.4,10.5
4,1,177,68,21.7,11
4,1,177,73.4,23.4,17
4,1,177,74,23.6,11.9
4,1,177,75.1,24,14.8
4,1,177,76,24.3,14.1
4,1,177,77.7,24.8,31.1
4,1,177,80,25.5,15.1
4,1,177,81.3,26,17.8
4,1,177,82,26.2,19
4,1,177,88,28.1,24.4
4,1,177.2,81.5,26,16.4
4,1,177.3,53.2,16.9,25.9
4,1,177.3,71.8,22.8,17.7
4,1,177.4,70.4,22.4,21.3
4,1,177.5,64.2,20.4,10.2
4,1,177.5,69.7,22.1,22.2
4,1,177.5,85,27,24.4
4,1,177.5,96.3,30.6,24.9
4,1,177.6,62.2,19.7,9.9
4,1,177.7,79.6,25.2,21.4
4,1,178,73,23,10.3
4,1,178,75,23.7,11.3
4,1,178,76,24,12.3
4,1,178,78,24.6,17.5
4,1,178,82,25.9,18.9
4,1,178,82.2,25.9,19.1
4,1,178,88,27.8,17.2
4,1,178,89,28.1,18.2
4,1,178,90,28.4,23.4
4,1,178.2,71.2,22.4,19.8
4,1,178.2,72.5,22.8,14.5
4,1,178.2,76.2,24,23.7
4,1,178.2,76.9,24.2,22.6
4,1,178.3,63.6,20,14.3
4,1,178.3,72,22.6,19.3
4,1,178.3,82.8,26,18.1
4,1,178.3,93.8,29.5,26.6
4,1,178.4,68.5,21.5,9.9
4,1,178.4,76,23.9,13.5
4,1,178.5,77.9,24.4,18.8
4,1,178.5,79.4,24.9,22.6
4,1,178.6,110.4,34.6,23.3
4,1,178.6,72.6,22.8,21.8
4,1,178.7,90.5,28.3,21.4
4,1,179,76.4,23.8,18.7
4,1,179,90,28.1,9
4,1,179.1,79,24.6,18.9
4,1,179.1,80.5,25.1,18
4,1,179.1,93.7,29.2,23.4
4,1,179.2,93.8,29.2,23.4
4,1,179.4,80.2,24.9,22.2
4,1,179.8,78.5,24.3,16.9
4,1,180,102,31.5,16.9
4,1,180,71,21.9,12.1
4,1,180,72,22.2,14.4
4,1,180,76,23.5,14.7
4,1,180,78,24.1,10.6
4,1,180,78,24.1,15.1
4,1,180,78,24.1,9.7
4,1,180,78,24.1,9.9
4,1,180,82,25.3,13.3
4,1,180,85,26.2,16
4,1,180,86,26.5,15.8
4,1,180,86,26.5,31.9
4,1,180,90,27.8,23.9
4,1,180.4,79.3,24.4,19.1
4,1,180.4,96.9,29.8,16
4,1,180.5,76.4,23.4,13.9
4,1,180.5,78,23.9,15.1
4,1,180.6,81.2,24.9,14.1
4,1,180.8,73.8,22.6,24.3
4,1,181,71,21.7,15.2
4,1,181.1,72.7,22.2,22.7
4,1,181.1,80.5,24.5,16.4
4,1,181.1,88,26.8,17.8
4,1,181.4,88.3,26.8,19.4
4,1,182.3,78.5,23.6,21.2
4,1,182.3,81.8,24.6,19.1
4,1,182.3,89.6,27,29.7
4,1,182.3,98.2,29.5,24.2
4,1,182.4,60.6,18.2,6.6
4,1,182.5,78.6,23.6,24.3
4,1,183,74,22.1,10.5
4,1,183,80.8,24.1,22.7
4,1,183,90,26.9,15.2
4,1,183.3,86.3,25.7,14.2
4,1,183.4,69.8,20.8,14.4
4,1,183.4,93.9,27.9,24.7
4,1,183.6,95,28.2,23
4,1,184,78,23,16
4,1,184,87,25.7,17.6
4,1,184,97,28.7,27.5
4,1,184.9,92.7,27.1,25.4
4,1,185.1,72.6,21.2,14.2
4,1,185.5,93.3,27.1,20
4,1,185.7,77.7,22.5,17.4
4,1,187,75,21.4,9.7
4,1,187,80,22.9,10
4,1,188.3,86.2,24.3,20.7
4,1,190.8,95.8,26.3,18.7
4,1,192.5,75.1,20.3,26.1
4,2,148,51,23.3,31.7
4,2,148.1,53.9,24.6,22.7
4,2,149,47,21.2,17.9
4,2,149.9,47.4,21.1,24.8
4,2,150,59,26.2,24.7
4,2,150.2,48.2,21.4,23.4
4,2,150.4,46.2,20.4,17.9
4,2,151.1,54.9,24,22.4
4,2,152,64.2,27.8,23.4
4,2,152.2,52.1,22.5,23.3
4,2,152.3,49.8,21.5,27.4
4,2,153,47.5,20.3,24.6
4,2,153,56,23.9,25.5
4,2,153,58.7,25.1,22.7
4,2,153,58.7,25.1,24
4,2,153,65,27.8,21.3
4,2,153.2,70,29.8,45.6
4,2,153.5,65,27.6,19.9
4,2,153.8,52.2,22.1,25.5
4,2,154,48,20.2,25.1
4,2,154,61,25.7,22.7
4,2,154,61,25.7,22.9
4,2,154.2,49.5,20.8,31.4
4,2,154.7,44.9,18.8,20.8
4,2,154.8,51.1,21.3,30.5
4,2,154.9,53.7,22.4,26.6
4,2,155,47,19.6,28.8
4,2,155,50,20.8,19.6
4,2,155,51,21.2,23.3
4,2,155,53,22.1,23.1
4,2,155.1,56,23.3,23.4
4,2,155.2,50,20.8,19.6
4,2,155.3,54.3,22.5,32.4
4,2,155.5,48.4,20,25.1
4,2,155.6,53.6,22.1,27
4,2,156,42.5,17.5,16.4
4,2,156,49,20.1,20.4
4,2,156,52,21.4,26.3
4,2,156,60,24.7,25.4
4,2,156,69.4,28.5,40.7
4,2,156.5,56.5,23.1,23.8
4,2,156.5,63,25.7,22.2
4,2,156.5,63,25.7,24.3
4,2,156.5,81.3,33.2,45
4,2,156.8,52.7,21.4,32.7
4,2,157,56,22.7,25.7
4,2,157.2,51.7,20.9,20.1
4,2,157.2,54.9,22.2,22.7
4,2,157.5,48.4,19.5,19.3
4,2,157.6,58.5,23.6,35.1
4,2,157.8,56.1,22.5,25.4
4,2,158,46.9,18.8,17.7
4,2,158,53,21.2,24.1
4,2,158,56,22.4,23.7
4,2,158,56,22.4,23.8
4,2,158,56,22.4,27.2
4,2,158,59.9,24,27.2
4,2,158,60,24,25.6
4,2,158.1,59.6,23.8,35.9
4,2,158.2,46.5,18.6,20.5
4,2,158.5,50.5,20.1,20.2
4,2,159,49.6,19.6,27.8
4,2,159,56.9,22.5,26.7
4,2,159,58.9,23.3,23.8
4,2,159,59.8,23.7,26
4,2,159,60,23.7,19.2
4,2,159.4,50.4,19.8,29.3
4,2,159.5,45.6,17.9,23.1
4,2,159.5,54.2,21.3,30.1
4,2,159.7,57,22.3,24.6
4,2,159.7,61.9,24.3,34.7
4,2,159.8,52.2,20.4,24.7
4,2,159.9,59.7,23.3,31.3
4,2,160,48,18.8,22.4
4,2,160,59,23,27.7
4,2,160,59,23,28.2
4,2,160,60.3,23.6,29.4
4,2,160,65,25.4,26.3
4,2,160.1,55.2,21.5,19.3
4,2,160.2,47.1,18.4,24.3
4,2,160.4,61.5,23.9,34.7
4,2,160.5,55.7,21.6,29.8
4,2,160.5,78,30.3,40.9
4,2,160.6,53.3,20.7,32.9
4,2,160.6,58.5,22.7,29.7
4,2,160.8,59.1,22.9,35.4
4,2,161,53.8,20.8,21.8
4,2,161,54,20.8,17.7
4,2,161,55.5,21.4,19.6
4,2,161,56,21.6,27.6
4,2,161,60,23.1,16.7
4,2,161,60,23.1,20.5
4,2,161,61,23.5,18.2
4,2,161,62,23.9,19.7
4,2,161.1,53.7,20.7,29.6
4,2,161.1,64.3,24.8,32.4
4,2,161.2,77.5,29.8,31.2
4,2,161.3,51.4,19.8,26.1
4,2,161.5,53.8,20.6,21.3
4,2,161.5,55.6,21.3,32.1
4,2,161.6,46.8,17.9,20.4
4,2,161.6,56.8,21.8,26
4,2,161.6,70,26.8,26.1
4,2,161.7,55.1,21.1,30.8
4,2,161.7,65.6,25.1,27.9
4,2,162,40,15.2,15.3
4,2,162,50,19.1,18.1
4,2,162,53,20.2,21.1
4,2,162,56,21.3,15.7
4,2,162,64,24.4,18.2
4,2,162.1,48.1,18.3,21.2
4,2,162.1,49.5,18.8,21.5
4,2,162.1,50.5,19.2,19.1
4,2,162.1,51.8,19.7,25.3
4,2,162.2,65.7,25,26.7
4,2,162.6,60.5,22.9,38.6
4,2,163,51.6,19.4,21.7
4,2,163,53,19.9,19.9
4,2,163,53.5,20.1,24.7
4,2,163,56.2,21.2,16.8
4,2,163,56.6,21.3,27.3
4,2,163,63,23.7,18.1
4,2,163,63,23.7,18.9
4,2,163,66,24.8,31.9
4,2,163.1,52.9,19.9,16.8
4,2,163.3,56.1,21,29.2
4,2,163.3,67,25.1,36.9
4,2,163.4,58,21.7,26.6
4,2,163.5,63,23.6,19.3
4,2,164,54.2,20.2,25.1
4,2,164,55.5,20.6,18.8
4,2,164,58,21.6,21.1
4,2,164.1,59.6,22.1,27.6
4,2,164.2,59.8,22.2,28.2
4,2,164.3,71.5,26.5,36.9
4,2,164.5,55.5,20.5,29.7
4,2,164.6,54.5,20.1,31.9
4,2,164.7,55.4,20.4,31.6
4,2,164.7,77.4,28.5,37.1
4,2,164.9,56.8,20.9,18.6
4,2,165,48,17.6,20.2
4,2,165,51,18.7,18.5
4,2,165,57,20.9,16.6
4,2,165,57,20.9,19.8
4,2,165,60,22,18.8
4,2,165.1,70.7,25.9,37.6
4,2,165.2,56.9,20.8,22.9
4,2,165.3,52,19,23.1
4,2,165.4,62,22.7,26.2
4,2,165.4,64.5,23.6,25.4
4,2,165.5,64.2,23.4,19.2
4,2,165.7,58.1,21.2,26.7
4,2,165.8,48,17.5,24.5
4,2,165.9,68,24.7,41.1
4,2,166,50,18.1,18.8
4,2,166,66,24,26.9
4,2,166.4,59.2,21.4,29.7
4,2,166.7,67.2,24.2,22.3
4,2,166.8,54.3,19.5,24.9
4,2,166.9,59.1,21.2,32.5
4,2,167,50,17.9,15.5
4,2,167,54,19.4,19.8
4,2,167.2,61.4,22,32.3
4,2,167.4,63.3,22.6,19.9
4,2,167.4,65.5,23.4,29.4
4,2,167.5,60.2,21.5,26.6
4,2,168.4,62.8,22.1,27
4,2,168.6,71.3,25.1,25.7
4,2,168.7,49.9,17.5,12.5
4,2,168.7,51.7,18.2,15.2
4,2,168.7,82.4,29,37
4,2,169,57,20,21.5
4,2,169,67,23.5,19.2
4,2,169.2,61.9,21.6,24.5
4,2,169.4,52.3,18.2,14.3
4,2,169.4,66,23,29.7
4,2,170,72,24.9,25.2
4,2,170,72,24.9,25.4
4,2,170.3,80.1,27.6,36.6
4,2,173.7,64.4,21.3,30.6
5,1,157,56,22.7,11.7
5,1,158.6,65.4,26,21.4
5,1,159,64.5,25.5,28.6
5,1,159.4,71.7,28.2,22.1
5,1,160.4,61.2,23.8,15.8
5,1,160.7,66.6,25.8,16.5
5,1,161.6,76.8,29.4,15.8
5,1,162.3,69.3,26.3,24.9
5,1,162.8,58.6,22.1,7.1
5,1,162.9,69.8,26.3,8.6
5,1,163.1,66.7,25.1,13.9
5,1,164,61,22.7,20.5
5,1,164,73.5,27.3,25.1
5,1,164,80.6,30,19.1
5,1,164.4,81.3,30.1,28.1
5,1,165,58,21.3,12.4
5,1,165,66.2,24.3,23.5
5,1,165.1,62.5,22.9,14.7
5,1,165.2,54.9,20.1,15.3
5,1,165.2,54.9,20.1,17.3
5,1,165.3,55.4,20.3,14.1
5,1,165.3,55.4,20.3,15.3
5,1,165.8,64.8,23.6,20.5
5,1,166,73,26.5,14.7
5,1,166,90.2,32.7,25.1
5,1,166,90.2,32.7,26.4
5,1,166.2,62.7,22.7,13.4
5,1,166.2,68.5,24.8,26.6
5,1,166.2,77.4,28,12.3
5,1,166.4,73.5,26.5,22.5
5,1,166.5,64.7,23.3,24.6
5,1,166.5,75.7,27.3,15.5
5,1,166.8,70.2,25.2,8.1
5,1,166.9,76.1,27.3,22.2
5,1,167,62,22.2,21.8
5,1,167,65.5,23.5,16.2
5,1,167.1,62.5,22.4,17.7
5,1,167.3,63,22.5,17.1
5,1,167.5,57.1,20.4,18.6
5,1,167.6,65.6,23.4,8.1
5,1,168,53,18.8,13.5
5,1,168,66,23.4,20.6
5,1,168,66,23.4,20.9
5,1,168,77,27.3,20.3
5,1,168.2,61.5,21.7,31.5
5,1,168.4,64.5,22.7,15.9
5,1,168.7,64.2,22.6,16.4
5,1,168.8,56.5,19.8,11.6
5,1,168.8,63,22.1,15.7
5,1,168.9,71.1,24.9,19.3
5,1,169,60.8,21.3,19.3
5,1,169,64,22.4,17.7
5,1,169,72,25.2,22.5
5,1,169,77,27,21.4
5,1,169,77,27,25.1
5,1,169,78,27.3,22
5,1,169.4,75.7,26.4,14.4
5,1,169.5,77.3,26.9,14.7
5,1,169.6,68.8,23.9,12.8
5,1,169.6,68.8,23.9,19.8
5,1,169.7,74.2,25.8,20
5,1,169.7,74.2,25.8,20.3
5,1,169.9,61,21.1,16.6
5,1,170,62,21.5,8.9
5,1,170,68,23.5,16
5,1,170,73,25.3,13.7
5,1,170,78,27,17.3
5,1,170,78,27,18.8
5,1,170,84.5,29.2,21.9
5,1,170.1,76.4,26.4,23.3
5,1,170.4,76,26.2,18.3
5,1,170.5,68,23.4,18.6
5,1,170.5,70.2,24.1,16.3
5,1,170.8,65.3,22.4,19.5
5,1,170.9,69.5,23.8,10.7
5,1,171,62,21.2,12.6
5,1,171,68,23.3,13.4
5,1,171,68,23.3,15.7
5,1,171,68,23.3,18.2
5,1,171,70,23.9,12.2
5,1,171,73,25,27.4
5,1,171,76.8,26.3,17.7
5,1,171.3,67,22.8,15.4
5,1,171.3,85.4,29.1,24.2
5,1,171.3,85.4,29.1,25
5,1,171.4,87.5,29.8,31.3
5,1,171.5,75.9,25.8,8.5
5,1,171.6,62.2,21.1,17.9
5,1,171.6,73.5,25,20.4
5,1,171.8,69.6,23.6,8.5
5,1,172,56,18.9,11.8
5,1,172,58,19.6,11.7
5,1,172,61,20.6,10.9
5,1,172,63,21.3,13.9
5,1,172,64.5,21.8,13.3
5,1,172,68,23,10.1
5,1,172,70,23.7,23.5
5,1,172,74,25,12.9
5,1,172.1,86.4,29.2,24.9
5,1,172.3,74.2,25,19.9
5,1,172.4,60.7,20.4,15.5
5,1,172.4,60.7,20.4,16.1
5,1,172.4,75.1,25.3,22.1
5,1,172.5,69.8,23.5,14.4
5,1,172.5,77.4,26,23.2
5,1,172.6,83.4,28,24.7
5,1,172.8,74.7,25,23.6
5,1,172.9,66.6,22.3,23.6
5,1,172.9,80.3,26.9,25.1
5,1,173,61,20.4,12.7
5,1,173,64,21.4,14.2
5,1,173,68,22.7,10.6
5,1,173,68,22.7,17
5,1,173,70,23.4,14.4
5,1,173,76,25.4,18.5
5,1,173.1,75.4,25.2,17
5,1,173.2,70.3,23.4,22.6
5,1,173.2,81.9,27.3,21.7
5,1,173.4,65.4,21.8,11.4
5,1,173.4,65.4,21.8,12.3
5,1,173.4,68.9,22.9,13.9
5,1,173.4,68.9,22.9,7.2
5,1,173.4,76.1,25.3,20.2
5,1,173.4,80.1,26.6,15.8
5,1,173.5,72.5,24.1,18.7
5,1,173.8,56.4,18.7,8.9
5,1,174,58,19.2,13.1
5,1,174,61,20.1,16.5
5,1,174,61,20.1,16.7
5,1,174,62.9,20.8,13.8
5,1,174,63,20.8,12.4
5,1,174,66,21.8,14.4
5,1,174,67,22.1,23
5,1,174,68,22.5,14.5
5,1,174,68,22.5,16.5
5,1,174,70,23.1,14.1
5,1,174,72,23.8,15.1
5,1,174,72,23.8,19.5
5,1,174,76,25.1,17.8
5,1,174,80,26.4,15.4
5,1,174,80,26.4,19.2
5,1,174,89,29.4,27.8
5,1,174.1,72.8,24,22.3
5,1,174.3,78.1,25.7,20.9
5,1,174.5,61.7,20.3,19.7
5,1,174.5,83.3,27.4,20.8
5,1,174.5,84.1,27.6,24.5
5,1,174.8,69,22.6,20.3
5,1,174.8,84.7,27.7,21.5
5,1,174.8,95.1,31.1,15.3
5,1,174.9,77.6,25.4,17.5
5,1,175,58,18.9,13.5
5,1,175,69.8,22.8,11.5
5,1,175,73,23.8,16.4
5,1,175,73,23.8,20
5,1,175,73,23.8,23.2
5,1,175,81.9,26.7,21.3
5,1,175,86.1,28.1,26.9
5,1,175.1,73,23.8,18.7
5,1,175.1,84,27.4,26.5
5,1,175.4,81,26.3,30.3
5,1,175.5,79.9,25.9,20.9
5,1,175.6,73,23.7,14.5
5,1,175.8,61.6,19.9,16
5,1,175.8,71.5,23.1,24.9
5,1,175.9,71.5,23.1,17.8
5,1,175.9,83.1,26.9,28.4
5,1,176,68,22,13.8
5,1,176,69,22.3,16.7
5,1,176,70,22.6,15.3
5,1,176,70,22.6,19.4
5,1,176,70,22.6,25.3
5,1,176,71,22.9,13.9
5,1,176,72.9,23.5,13.5
