ageGroup,sex,height,weight,BMI,bodyFat
2,1,169.3,75.1,26.2,22.2
2,1,169.4,74.4,25.9,21.6
2,1,169.5,63,21.9,16
2,1,169.5,67.4,23.5,14.4
2,1,169.8,67.2,23.3,16.9
2,1,169.8,70.6,24.5,26.1
2,1,169.8,72.3,25.1,17.1
2,1,169.9,77.3,26.8,26.3
2,1,170,65,22.5,15.8
2,1,170,65.5,22.7,16.1
2,1,170,68,23.5,10.6
2,1,170,68,23.5,18
2,1,170,70,24.2,10.1
2,1,170,70,24.2,11.7
2,1,170,75.2,26,18.9
2,1,170,76.8,26.6,27.5
2,1,170,78,27,26.3
2,1,170,79,27.3,22.7
2,1,170,85,29.4,18.9
2,1,170,85,29.4,23.9
2,1,170.1,80.6,27.9,28
2,1,170.1,86.3,29.8,21.6
2,1,170.3,61.5,21.2,7.8
2,1,170.5,60.2,20.7,17.5
2,1,171,56.1,19.2,24.5
2,1,171,64,21.9,14.4
2,1,171,64,21.9,14.7
2,1,171,65,22.2,12.8
2,1,171,65,22.2,15.1
2,1,171,65.5,22.4,15.3
2,1,171,67.2,23,14.4
2,1,171,68,23.3,13.9
2,1,171,74.2,25.4,15.2
2,1,171.1,78,26.6,14.9
2,1,171.2,75.7,25.8,19.7
2,1,171.3,61.8,21.1,7.7
2,1,171.4,61.9,21.1,16.5
2,1,171.5,80.5,27.4,20.9
2,1,171.6,65.8,22.3,15.4
2,1,171.7,60.1,20.4,12.4
2,1,171.7,60.1,20.4,12.7
2,1,171.7,67.3,22.8,14.2
2,1,171.9,64,21.7,13.6
2,1,172,71,24,16.2
2,1,172,72.6,24.5,5.3
2,1,172,74,25,23.9
2,1,172,75,25.4,22.4
2,1,172,77,26,21.1
2,1,172.1,62.6,21.1,11.5
2,1,172.4,99.2,33.4,26.1
2,1,172.6,71.6,24,10.2
2,1,172.6,71.6,24,16.1
2,1,172.8,91.5,30.6,26.6
2,1,172.9,68.2,22.8,13.1
2,1,172.9,69,23.1,20.7
2,1,172.9,84.9,28.4,22.1
2,1,173,55,18.4,8.4
2,1,173,55,18.4,8.6
2,1,173,60,20,11.2
2,1,173,63,21,13.8
2,1,173,66,22.1,13.1
2,1,173,66.6,22.3,9.7
2,1,173,67,22.4,15.7
2,1,173,68,22.7,19
2,1,173,68.2,22.8,18.1
2,1,173,68.9,23,17.1
2,1,173,69,23.1,15.4
2,1,173,72,24.1,15
2,1,173,75,25.1,13.3
2,1,173,75.8,25.3,18.4
2,1,173,75.8,25.3,8.4
2,1,173,83,27.7,22
2,1,173,85,28.4,16.1
2,1,173,85,28.4,22
2,1,173.1,72.9,24.3,17.1
2,1,173.2,71.3,23.8,19.9
2,1,173.2,79,26.3,19.3
2,1,173.4,73,24.3,13.8
2,1,173.4,73.8,24.5,13.7
2,1,173.6,65.9,21.9,16.6
2,1,173.7,78.9,26.2,25.3
2,1,173.8,65,21.5,12.3
2,1,174,65,21.5,8.2
2,1,174,67.5,22.3,18
2,1,174,69,22.8,11.8
2,1,174,70,23.1,14.1
2,1,174,71.5,23.6,14.8
2,1,174,83.2,27.5,17.5
2,1,174.1,75.4,24.9,16.7
2,1,174.1,76.8,25.3,21.4
2,1,174.1,79.7,26.3,21.6
2,1,174.2,67,22.1,14.9
2,1,174.2,67,22.1,18.1
2,1,174.3,58.9,19.4,8.3
2,1,174.3,62.6,20.6,11.7
2,1,174.3,69.5,22.9,18.3
2,1,174.5,79,25.9,14.7
2,1,174.9,83.1,27.2,20.4
2,1,175,60,19.6,8.4
2,1,175,61,19.9,9.2
2,1,175,63,20.6,14.7
2,1,175,65,21.2,11.8
2,1,175,65,21.2,12.1
2,1,175,65,21.2,12.5
2,1,175,67.4,22,10.7
2,1,175,71,23.2,15.1
2,1,175,73.5,24,12.5
2,1,175,75,24.5,9.4
2,1,175,78.5,25.6,15
2,1,175,80,26.1,18.9
2,1,175,80,26.1,19.8
2,1,175,80.3,26.2,19
2,1,175.1,66.7,21.8,18.8
2,1,175.1,72,23.5,12.2
2,1,175.5,67.6,21.9,22.6
2,1,175.5,80,26,18.7
2,1,175.5,80,26,19.5
2,1,175.6,82,26.6,27.8
2,1,175.7,78.1,25.3,11.1
2,1,175.8,73.9,23.9,20.3
2,1,175.8,80,25.9,28.7
2,1,176,68,22,6.4
2,1,176,69,22.3,10.7
2,1,176.2,71.9,23.2,14.2
2,1,176.2,72.2,23.3,21
2,1,176.2,74.4,24,23
2,1,176.2,75.4,24.3,19.8
2,1,176.3,68.8,22.1,14.5
2,1,176.3,68.8,22.1,8.1
2,1,176.3,69.4,22.3,5.7
2,1,176.3,72.3,23.3,15
2,1,176.4,72.6,23.3,20.6
2,1,177,61,19.5,4.2
2,1,177,70,22.3,9.1
2,1,177,71,22.7,9.1
2,1,177,73.7,23.5,13.7
2,1,177,80,25.5,20.8
2,1,177.2,72.8,23.2,16.1
2,1,177.4,66.6,21.2,12.5
2,1,177.4,67.6,21.5,18
2,1,177.5,74.9,23.8,12.6
2,1,177.5,84,26.7,26.4
2,1,177.6,67,21.2,19.9
2,1,178,61.9,19.5,14.2
2,1,178,64,20.2,12
2,1,178,65,20.5,11.3
2,1,178,70,22.1,7.4
2,1,178,73,23,6.7
2,1,178,74,23.4,12.4
2,1,178,74,23.4,12.5
2,1,178,75,23.7,12.6
2,1,178,75,23.7,17.7
2,1,178,80,25.2,10.2
2,1,178.1,70.3,22.2,13.5
2,1,178.3,72.9,22.9,12.7
2,1,178.4,101,31.7,29.3
2,1,178.6,72.3,22.7,19.4
2,1,178.6,88.6,27.8,27.6
2,1,178.8,68.4,21.4,15.2
2,1,178.8,75.1,23.5,20.1
2,1,178.9,70,21.9,21.2
2,1,179,62,19.4,11.1
2,1,179,66,20.6,12.6
2,1,179,72.5,22.6,6
2,1,179,75,23.4,13.5
2,1,179,77,24,25.4
2,1,179.1,72.7,22.7,15.4
2,1,179.1,83.3,26,14.7
2,1,179.4,64.7,20.1,14.6
2,1,179.6,67.6,21,11.5
2,1,179.7,68,21.1,21.6
2,1,179.9,80.5,24.9,23.6
2,1,180,58,17.9,10.7
2,1,180,64.7,20,12.7
2,1,180,70.5,21.8,19.8
2,1,180,72,22.2,10.2
2,1,180,74,22.8,11.5
2,1,180,75,23.1,11.8
2,1,180,77,23.8,16.2
2,1,180,78,24.1,16.7
2,1,180,78,24.1,8.2
2,1,180,79,24.4,17.6
2,1,180,80,24.7,17.5
2,1,180,80,24.7,18.5
2,1,180,80,24.7,7.6
2,1,180.1,77.1,23.8,17.5
2,1,180.1,81.7,25.2,31.6
2,1,180.2,92.1,28.4,24.6
2,1,180.3,81.2,25,27.4
2,1,180.5,87.6,26.9,18.9
2,1,180.9,74.1,22.6,7.8
2,1,181,65,19.8,15.4
2,1,181,70,21.4,13.3
2,1,181,74,22.6,11.3
2,1,181,76,23.2,15.9
2,1,181,76,23.2,16.1
2,1,181,79,24.1,16.8
2,1,181,79,24.1,18.2
2,1,181,80,24.4,17.7
2,1,181,90,27.5,25.4
2,1,181.1,64.9,19.8,6.1
2,1,181.1,90.7,27.7,27
2,1,181.2,101.5,30.9,20.4
2,1,181.3,80.1,24.4,18.3
2,1,181.4,65.8,20,10.3
2,1,182,69,20.8,6.9
2,1,182.2,72.3,21.8,12.9
2,1,182.2,97,29.2,31.1
2,1,182.3,76.7,23.1,7.7
2,1,183,70.6,21.1,16.6
2,1,183,76,22.7,6.1
2,1,183,81,24.2,17.3
2,1,183,84,25.1,8.1
2,1,183,95,28.4,18.6
2,1,183.1,86.1,25.7,18.8
2,1,183.2,79.1,23.6,8.1
2,1,183.6,90.6,26.9,17.7
2,1,184,75,22.2,14.4
2,1,184,81.5,24.1,17.5
2,1,184.1,82,24.2,15.5
2,1,184.3,109.5,32.2,31.2
2,1,184.5,88.5,26,13.6
2,1,184.6,69.6,20.4,7.6
2,1,184.7,82.9,24.3,7.6
2,1,185,76,22.2,6
2,1,185,78,22.8,11
2,1,185.1,82.6,24.1,25.1
2,1,185.3,78.1,22.7,13.8
2,1,185.3,81.3,23.7,19.1
2,1,186,78,22.5,7.1
2,1,186,78,22.5,7.7
2,1,187.5,120.5,34.3,30.5
2,1,188,73.3,20.7,7.5
2,1,189.5,119.2,33.2,28.2
2,1,194.7,97.7,25.8,17.9
2,1,194.7,97.7,25.8,20.7
2,2,147,38.1,17.6,19.9
2,2,148,39,17.8,24.6
2,2,148.2,41.7,19,24.3
2,2,150,38.4,17.1,17.9
2,2,150,39.5,17.6,19.3
2,2,150,48,21.3,22.3
2,2,152.5,46.9,20.2,10.3
2,2,153,48,20.5,20.9
2,2,153,48.7,20.8,20.8
2,2,153,49,20.9,18.3
2,2,153,56.1,24,20.8
2,2,153,57,24.3,21
2,2,153,57.1,24.4,21.4
2,2,153.1,55.2,23.5,27.1
2,2,153.4,55.4,23.5,33.4
2,2,153.5,48.6,20.6,20.4
2,2,153.8,45.5,19.2,22.1
2,2,153.9,49.6,20.9,26.8
2,2,154,43,18.1,21.5
2,2,154,43,18.1,21.9
2,2,154,43,18.1,22.5
2,2,154.2,49.6,20.9,28.5
2,2,154.5,54.9,23,31.3
2,2,154.6,44.4,18.6,24.7
2,2,154.9,44.5,18.5,17.7
2,2,155,45,18.7,18.2
2,2,155,47,19.6,20.4
2,2,155,50,20.8,20.8
2,2,155.1,50.5,21,25.2
2,2,155.3,54.6,22.6,27.7
2,2,155.7,48.7,20.1,27.5
2,2,155.7,50,20.6,24.4
2,2,155.8,50.5,20.8,27.3
2,2,156.5,37.5,15.3,15.9
2,2,156.5,48.8,19.9,22.6
2,2,156.8,64.8,26.4,36.3
2,2,156.9,43.6,17.7,15.3
2,2,156.9,49.1,19.9,21.8
2,2,157,46,18.7,17.4
2,2,157,49,19.9,18.4
2,2,157,50,20.3,21.6
2,2,157,52,21.1,25.3
2,2,157.2,44.6,18,19.7
2,2,157.3,63.8,25.8,40.2
2,2,157.5,52.2,21,28.2
2,2,158,53.9,21.6,24.9
2,2,158.2,44.9,17.9,21
2,2,158.4,45.1,18,27.6
2,2,158.5,42.3,16.8,19
2,2,158.6,56.7,22.5,27.4
2,2,159,51.1,20.2,23.4
2,2,159,51.9,20.5,20.4
2,2,159,52,20.6,24.2
2,2,159.1,47.8,18.9,22.9
2,2,159.2,45.5,18,19.5
2,2,159.2,53.1,21,21
2,2,159.3,47.6,18.8,21.2
2,2,159.5,51.1,20.1,26.5
2,2,159.5,52.4,20.6,19.3
2,2,159.7,55.2,21.6,29.8
2,2,159.8,55.3,21.7,29.7
2,2,160,51,19.9,18.6
2,2,160,52,20.3,26
2,2,160,53,20.7,19.6
2,2,160,60,23.4,22.5
2,2,160.2,57.8,22.5,25.1
2,2,160.3,47.7,18.6,24
2,2,160.3,49.8,19.4,17.4
2,2,160.5,57.1,22.2,21
2,2,160.5,57.1,22.2,23.5
2,2,160.6,48.1,18.6,21.6
2,2,160.6,53.9,20.9,24.7
2,2,160.8,51.8,20,26.7
2,2,161,52.5,20.3,20.6
2,2,161,60,23.1,23.1
2,2,161,62,23.9,22
2,2,161,62,23.9,22.3
2,2,161,62,23.9,23.1
2,2,161.1,56.5,21.8,23.2
2,2,161.1,61,23.5,26.1
2,2,161.4,57,21.9,21
2,2,162,50,19.1,19.1
2,2,162,52,19.8,26.1
2,2,162,57,21.7,24.2
2,2,162.2,49.3,18.7,18.6
2,2,162.3,61.2,23.2,24.4
2,2,162.7,55,20.8,22
2,2,162.7,62.1,23.5,24.4
2,2,162.8,49.3,18.6,22.3
2,2,162.8,51.6,19.5,24.2
2,2,162.9,57,21.5,29.6
2,2,162.9,91,34.3,37.1
2,2,163,50,18.8,20.8
2,2,163,60,22.6,24
2,2,163,64.5,24.3,30
2,2,163.1,58,21.8,19.5
2,2,163.2,54.8,20.6,27.2
2,2,163.2,57.5,21.6,19.6
2,2,163.6,55.8,20.8,27.7
2,2,163.7,65.9,24.6,25.6
2,2,164,50,18.6,26.8
2,2,164,54,20.1,21.8
2,2,164.9,60.5,22.2,31
2,2,165,55,20.2,17.4
2,2,165,58.3,21.4,17.6
2,2,165.1,59.1,21.7,22.6
2,2,165.4,50.9,18.6,22.7
2,2,165.4,88.3,32.3,35.5
2,2,165.7,55.4,20.2,23.3
2,2,165.7,57.2,20.8,17.2
2,2,166,54.5,19.8,16.7
2,2,166.1,54,19.6,20.3
2,2,166.5,55.2,19.9,29.7
2,2,166.6,52.7,19,21.9
2,2,166.7,52.4,18.9,25.4
2,2,167,48,17.2,15.5
2,2,167,57,20.4,21.9
2,2,167,58,20.8,16.8
2,2,167,68.5,24.6,34.8
2,2,167.5,60,21.4,32.5
2,2,167.7,54.6,19.4,19.3
2,2,168,59,20.9,18.6
2,2,168,60,21.3,25.3
2,2,168,60.3,21.4,26.7
2,2,168,61.4,21.8,17.8
2,2,168,61.5,21.8,17.6
2,2,168.5,57,20.1,23.2
2,2,168.9,64.6,22.6,26
2,2,169,56,19.6,20.5
2,2,169.9,59.2,20.5,21.9
2,2,170,62,21.5,25
2,2,170,63,21.8,19.7
2,2,170,68,23.5,25.8
2,2,170.5,61.2,21.1,25.1
2,2,171,55,18.8,17
2,2,171.3,72.4,24.7,29.1
2,2,171.5,73.5,25,29.7
2,2,171.9,54.8,18.5,21.6
2,2,173,59,19.7,27.3
2,2,173.6,59.9,19.9,21.2
2,2,174.6,58,19,18.9
2,2,174.9,48.9,16,26.5
3,1,151.6,74.1,32.2,16.7
3,1,151.6,89.5,38.9,26
3,1,152,86,37.2,13.2
3,1,152.1,74.9,32.4,17.9
3,1,152.7,55,23.6,9.6
3,1,155.2,66.4,27.6,19.3
3,1,155.2,68.4,28.4,12.9
3,1,156.5,93.7,38.3,19.8
3,1,157.4,78.4,31.6,17.6
3,1,157.7,74.4,29.9,13
3,1,158,67.2,26.9,17.2
3,1,159.3,79.2,31.2,17.6
3,1,159.9,80.1,31.3,16.5
3,1,160.4,87.8,34.1,20.6
3,1,160.5,62,24.1,12.7
3,1,160.5,62,24.1,14.8
3,1,161.4,75,28.8,16.2
3,1,161.9,98.1,37.4,25
3,1,162.1,78,29.7,19.2
3,1,162.6,81,30.6,30.3
3,1,163.8,67.8,25.3,19
3,1,164,73.6,27.4,15.4
3,1,164.6,64.6,23.8,16.2
3,1,165,65,23.9,18.3
3,1,165.2,64.3,23.6,10.5
3,1,165.6,88.3,32.2,18.6
3,1,166,58.7,21.3,8.1
3,1,166.3,58.8,21.3,14.7
3,1,166.3,73.9,26.7,17.9
3,1,166.8,64.5,23.2,10.5
3,1,166.9,81.7,29.3,16.6
3,1,167,56.7,20.3,5.2
3,1,167,59,21.2,9.2
3,1,167,64,22.9,11.5
3,1,167,64,22.9,15.7
3,1,167,64,22.9,8.1
3,1,167,68,24.4,16.7
3,1,167.2,67.5,24.1,17
3,1,167.6,77.3,27.5,15.6
3,1,168,62,22,16.3
3,1,168,67.5,23.9,12.7
3,1,168,70,24.8,10.3
3,1,168,70,24.8,18.1
3,1,168.2,72.5,25.6,19.5
3,1,168.2,79.1,28,16.7
3,1,168.3,74.2,26.2,19.1
3,1,168.4,80,28.2,20.8
3,1,168.6,73.4,25.8,10.5
3,1,168.7,55.6,19.5,14.3
3,1,169,70,24.5,17.7
3,1,169,88.4,31,21.4
3,1,169.1,72.9,25.5,21.3
3,1,169.3,71.3,24.9,15.1
3,1,169.4,53.2,18.5,6.9
3,1,169.8,65.2,22.6,18.8
3,1,170,60,20.8,9.4
3,1,170,60,20.8,9.7
3,1,170,60.5,20.9,17.3
3,1,170,65,22.5,11.6
3,1,170,65,22.5,14
3,1,170,67,23.2,20.1
3,1,170,68.2,23.6,15.2
3,1,170,68.2,23.6,18.6
3,1,170,71.3,24.7,14
3,1,170,76,26.3,16.9
3,1,170,76,26.3,17.8
3,1,170,76.9,26.6,22.2
3,1,170,77.1,26.7,22.7
3,1,170,82,28.4,20.1
3,1,170,84,29.1,18.2
3,1,170,85,29.4,19.8
3,1,170.1,68.8,23.8,18.4
3,1,170.2,65.6,22.6,7.5
3,1,170.3,90.4,31.2,24.7
3,1,170.4,77.6,26.7,17
3,1,170.4,78.3,27,19.6
3,1,170.5,88.7,30.5,24.7
3,1,170.6,76.9,26.4,19.2
3,1,170.7,81.9,28.1,20
3,1,170.9,56.7,19.4,7.1
3,1,171,74,25.3,18.8
3,1,171,74,25.3,21.3
3,1,171,74.4,25.4,19.4
3,1,171,74.4,25.4,21
3,1,171,76,26,20.1
3,1,171,76,26,25.1
3,1,171,78,26.7,22.2
3,1,171,78.7,26.9,19.1
3,1,171,80,27.4,19.2
3,1,171,80,27.4,25.5
3,1,171,93.4,31.9,26.1
3,1,171.1,87.6,29.9,19.6
3,1,171.2,68.6,23.4,14.1
3,1,171.2,72.4,24.7,14.1
3,1,171.3,64.5,22,12
3,1,171.3,64.5,22,12.6
3,1,171.3,69,23.5,17.8
3,1,171.3,69.6,23.7,18.4
3,1,171.4,67.4,22.9,9.5
3,1,171.6,65.4,22.2,13.7
3,1,171.6,70.5,23.9,11.8
3,1,171.7,74.7,25.3,12.1
3,1,171.8,65.3,22.1,12.9
3,1,172,62.4,21.1,15.8
3,1,172,67,22.6,16.8
3,1,172,77,26,18.7
3,1,172,77,26,20.3
3,1,172,80.6,27.2,17.4
3,1,172,96,32.4,21.8
3,1,172.4,68,22.9,6.5
3,1,172.4,77.6,26.1,25.4
3,1,172.6,54.7,18.4,9.5
3,1,172.6,57.5,19.3,11
3,1,172.6,74.2,24.9,19.9
3,1,172.6,86,28.9,15.5
3,1,172.8,71.7,24,22.7
3,1,172.9,70.6,23.6,15.7
3,1,172.9,70.7,23.6,11.9
3,1,172.9,74.6,25,15.1
3,1,172.9,77.4,25.9,21.8
3,1,173,59,19.7,9.2
3,1,173,63,21,11
3,1,173,68,22.7,13.1
3,1,173,68,22.7,13.7
3,1,173,68,22.7,9.6
3,1,173,70,23.4,14.5
3,1,173,73,24.4,11.2
3,1,173,73,24.4,20.3
3,1,173,75,25.1,21.9
3,1,173,79.9,26.7,19.5
3,1,173,81,27.1,15.8
3,1,173,84,28.1,18.2
3,1,173,92.1,30.8,25.9
3,1,173.1,63.4,21.2,11.3
3,1,173.1,79.3,26.5,22
3,1,173.1,79.3,26.5,22.8
3,1,173.5,70.2,23.3,17.2
3,1,173.6,70.6,23.4,13.8
3,1,173.6,72.7,24.1,14.6
3,1,173.8,72.2,23.9,16.7
3,1,173.8,72.2,23.9,8.2
3,1,173.8,72.6,24,13.8
3,1,173.8,82.9,27.4,19.7
3,1,174,69.9,23.1,28.3
3,1,174,75,24.8,16.6
3,1,174,80.4,26.6,21.9
3,1,174,89,29.4,23.2
3,1,174,89.6,29.6,17.4
3,1,174,91,30.1,21.4
3,1,174.1,80,26.4,24.1
3,1,174.2,66.7,22,14.8
3,1,174.2,81.3,26.8,28.6
3,1,174.2,88.8,29.3,19
3,1,174.2,89,29.3,18.7
3,1,174.3,77.7,25.6,19.7
3,1,174.3,77.7,25.6,20
3,1,174.5,71.6,23.5,16.2
3,1,174.5,71.6,23.5,17.9
3,1,174.5,75,24.6,14.1
3,1,174.5,75,24.6,14.3
3,1,174.6,68.5,22.5,16.5
3,1,174.7,81.3,26.6,22.6
3,1,174.8,71.5,23.4,12.8
3,1,175,68,22.2,19.9
3,1,175,68,22.2,9.4
3,1,175,70.1,22.9,21.5
3,1,175,70.4,23,10.7
3,1,175,70.6,23.1,11.2
3,1,175,72,23.5,13.3
3,1,175,78.2,25.5,23.8
3,1,175,98.7,32.2,25.5
3,1,175.2,78,25.4,23.7
3,1,175.5,70,22.7,9.2
3,1,175.5,70,22.7,9.3
3,1,175.5,70.8,23,10.1
3,1,175.6,72.3,23.4,14.9
3,1,175.6,72.3,23.4,16.1
3,1,175.6,82.8,26.9,23.9
3,1,175.7,77.5,25.1,13.6
3,1,175.7,85.7,27.8,19.8
3,1,175.8,73.3,23.7,20.3
3,1,175.9,75.9,24.5,15.2
3,1,176,60,19.4,14.8
3,1,176,68,22,11
3,1,176,72,23.2,10.5
3,1,176,72,23.2,10.8
3,1,176,72,23.2,14.2
3,1,176,80.1,25.9,20.9
3,1,176,80.1,25.9,21.3
3,1,176,96,31,25.5
3,1,176.2,73.1,23.5,19.3
3,1,176.2,77,24.8,11.9
3,1,176.3,66.5,21.4,17.2
3,1,176.4,68,21.9,11.5
3,1,176.5,77.9,25,10.5
3,1,176.6,71.8,23,14.9
3,1,176.8,70,22.4,10.9
3,1,176.8,70.4,22.5,12.5
3,1,176.8,72,23,12.6
3,1,176.9,68.5,21.9,11.5
3,1,176.9,86.3,27.6,21.3
3,1,177,65,20.7,12.3
3,1,177,67,21.4,15.7
3,1,177,70,22.3,20.7
3,1,177,70,22.3,9.7
3,1,177,72,23,11.3
3,1,177,74,23.6,16.9
3,1,177,76,24.3,12.7
3,1,177,78,24.9,15.1
3,1,177,85,27.1,24.4
3,1,177.2,91.9,29.3,18.1
3,1,177.3,66.7,21.2,14.3
3,1,177.4,77.1,24.5,16.7
3,1,177.4,85.2,27.1,20.8
3,1,177.5,64.2,20.4,10
3,1,177.5,87.1,27.6,17.8
3,1,177.7,74.6,23.6,17.6
3,1,177.7,79,25,15.9
3,1,177.8,65.4,20.7,13.4
3,1,177.9,97,30.6,22.8
3,1,178,61,19.3,13.8
3,1,178,64,20.2,8.8
3,1,178,64.2,20.3,12.2
3,1,178,67,21.1,14.9
3,1,178,68,21.5,9.5
3,1,178,70,22.1,10.2
3,1,178,70,22.1,6.5
3,1,178,74,23.4,13.3
3,1,178,74,23.4,13.7
3,1,178,75,23.7,21.6
3,1,178,76,24,17.3
3,1,178,76,24,9
3,1,178,80,25.2,10.4
3,1,178,80,25.2,11.1
3,1,178,86,27.1,17.3
3,1,178,87,27.5,11
3,1,178.1,85.2,26.9,15
3,1,178.2,95.6,30.1,33
3,1,178.5,66,20.7,14
3,1,178.5,70,22,14.9
3,1,178.5,70,22,15
3,1,178.5,72.1,22.6,14.9
3,1,178.5,72.1,22.6,18.4
3,1,178.5,72.5,22.8,12.3
3,1,178.6,64.2,20.1,8
3,1,178.6,91.8,28.8,28
3,1,178.6,93.9,29.4,28.2
3,1,178.6,93.9,29.4,28.6
3,1,178.9,72.8,22.7,16.2
3,1,179,67,20.9,12.3
3,1,179,74.2,23.2,9.9
3,1,179,78,24.3,8.6
3,1,179.1,77.6,24.2,13.7
3,1,179.5,71.7,22.3,9.5
3,1,179.9,78.9,24.4,21.6
3,1,180,64,19.8,16.9
3,1,180,68,21,6.9
3,1,180,68.4,21.1,6.5
3,1,180,72,22.2,12.3
3,1,180,72,22.2,17.3
3,1,180,75,23.1,13.8
3,1,180,75,23.1,8.7
3,1,180,78,24.1,9.2
3,1,180,80,24.7,7.7
3,1,180,80,24.7,7.9
3,1,180,87,26.9,19.2
3,1,180.1,90.9,28,23.5
3,1,180.3,81.2,25,18.5
3,1,180.4,78,24,16.4
3,1,180.4,97.9,30.1,11.3
3,1,180.5,70.9,21.8,13.1
3,1,180.5,70.9,21.8,19.1
3,1,180.7,82.9,25.4,19.5
3,1,180.7,88.1,27,22.3
3,1,180.8,84.8,25.9,18.3
3,1,180.8,84.8,25.9,22.4
3,1,180.9,68.3,20.9,18.2
3,1,181,67,20.5,13.1
3,1,181,72,22,13
3,1,181,73,22.3,11.3
3,1,181,76,23.2,12.2
3,1,181,77,23.5,17.4
3,1,181,82.5,25.2,17.2
3,1,181.1,69,21,11.9
3,1,181.1,79.4,24.2,17.2
3,1,181.1,84.5,25.8,26.5
3,1,181.4,68.1,20.7,14.2
3,1,181.5,68.7,20.9,15.5
3,1,181.5,78,23.7,16.6
3,1,182,78,23.5,6.1
3,1,182,78,23.5,8.8
3,1,182,82.3,24.8,17.3
3,1,182,83,25.1,20
3,1,182,86.9,26.2,17.3
3,1,182,89,26.9,15.1
3,1,182,92,27.8,17.9
3,1,182.2,79.7,24,19.9
3,1,182.4,85,25.5,14.9
3,1,182.5,93.1,28,24.8
3,1,182.9,93,27.8,22.4
3,1,183,70,20.9,12.6
3,1,183,77,23,6.5
3,1,183,81,24.2,16.8
3,1,183.1,85,25.4,16.1
3,1,183.3,94.7,28.2,23.7
3,1,183.4,80.2,23.8,20.3
3,1,183.5,74.3,22.1,21.4
3,1,183.5,88.1,26.2,19.6
3,1,183.6,81.2,24.1,13.3
3,1,183.9,84.5,25,16.8
3,1,184,73,21.6,11
3,1,184,81,23.9,7.2
3,1,184.3,95.9,28.2,25.4
3,1,184.5,90,26.4,16.4
3,1,184.7,110,32.2,27.6
3,1,184.7,85,24.9,20.4
3,1,184.9,86.8,25.4,22.3
3,1,185,74,21.6,9
3,1,185,84.2,24.6,17.5
3,1,185.2,81.2,23.7,25.1
3,1,186,89.2,25.8,23.1
3,1,186.4,94.2,27.1,25.2
3,1,186.5,68.6,19.7,22.1
3,1,186.6,76,21.8,14.1
3,1,187.2,77.8,22.2,13.7
3,1,187.6,86.3,24.5,16.2
3,1,192.7,91.7,24.7,19.2
3,1,193.1,87.7,23.5,20.7
3,2,146.4,54.3,25.3,29.1
3,2,148,51.2,23.4,23.5
3,2,148,51.2,23.4,26.1
3,2,148.5,49,22.2,23.3
3,2,148.9,49,22.1,23.8
3,2,149,44,19.8,23.7
3,2,150.2,45.5,20.2,24.5
3,2,151.2,50.1,21.9,18.9
3,2,151.8,78.6,34.1,29.7
3,2,152.4,50,21.5,32.5
3,2,152.5,38.5,16.6,19.1
3,2,153,50,21.4,19
3,2,153,55,23.5,23.8
3,2,153,58,24.8,21.2
3,2,153.7,48.4,20.5,21.3
3,2,154,45.5,19.2,19.3
3,2,154,53,22.3,23.6
3,2,154,54,22.8,23.6
3,2,154,61,25.7,23.2
3,2,154,61.6,26,27.8
3,2,154,61.6,26,29.9
3,2,154.2,45.2,19,28.4
3,2,154.6,51.8,21.7,25.7
3,2,154.7,46.5,19.4,20.1
3,2,155.1,59.2,24.6,23.6
3,2,156,45,18.5,23.3
3,2,156,49,20.1,18.2
3,2,156,50,20.5,23.3
3,2,156,54.2,22.3,28.9
3,2,156,56,23,24
3,2,156,57.7,23.7,21.7
3,2,156.2,45.4,18.6,29.6
3,2,156.4,65.9,26.9,35.3
3,2,156.5,58.8,24,25.2
3,2,156.6,57,23.2,23.9
3,2,156.8,56.7,23.1,26.8
3,2,157,58,23.5,21.8
3,2,157,63,25.6,23.1
3,2,157.5,46.2,18.6,21.5
3,2,158,47.6,19.1,17.5
3,2,158,49,19.6,16.5
3,2,158,49,19.6,22.5
3,2,158,49,19.6,23.1
3,2,158,49,19.6,23.7
3,2,158,51.3,20.5,18.8
3,2,158,54,21.6,17.5
3,2,158,56,22.4,20.3
3,2,158,60,24,23.5
3,2,158,63.7,25.5,28.7
3,2,158.5,48.8,19.4,20.6
3,2,158.5,59.7,23.8,17.6
3,2,158.7,46.5,18.5,28.4
3,2,159,54,21.4,23.5
3,2,159,60,23.7,23.2
3,2,159,60,23.7,25.6
3,2,159,73,28.9,35
3,2,159.1,47,18.6,24.2
3,2,159.1,49.2,19.4,23.4
3,2,159.1,55.7,22,23.9
3,2,159.3,50.3,19.8,22.9
3,2,159.8,63,24.7,24
3,2,159.9,53.4,20.9,21.3
3,2,159.9,72.2,28.2,31
3,2,160,45,17.6,22.3
3,2,160,46,18,18.8
3,2,160,50,19.5,24.1
3,2,160,54,21.1,18.2
3,2,160,54,21.1,20.7
3,2,160,54,21.1,23
3,2,160,55,21.5,22.4
3,2,160,55.3,21.6,23.9
3,2,160,56,21.9,20.2
3,2,160,57.6,22.5,24.9
3,2,160,58,22.7,22.6
3,2,160.1,52.8,20.6,25.4
3,2,160.2,51,19.9,24.5
3,2,160.3,53.1,20.7,21.2
3,2,160.4,53,20.6,23.4
3,2,160.5,45.6,17.7,21.9
3,2,160.8,57.8,22.4,25.7
